comment,rating
"Tolong aku, sepertinya aku di report masal oleb buzzeRp 😭🙏",5
gabisa update,1
terbaik,5
😲,5
"Terlalu sering update, paling tidak update itu 3 bulan sekali,ini tidak kemarin diupdate eh besoknya sudah minta update lagi",1
semoga saya bisa memiliki pengikut penggemar yang banyak dan penonton yang setia terima kasih,5
kenapa jj Sulawesi di hapus tolong kembalikan jj itu🤐🤪🤪🤪🤪🤪,5
sangat bagus,5
👍,5
susah,3
"instagram makin lama makin ga jelas, asal main blokir akun orang aja, saya ga merasa kasi kata sandi ke manapun tiba-tiba akun saya di suruh ganti kata sandi, pas di ikutin arahannya malah ga bisa, tulisannya ""kredesial tidak vilid""",3
"untuk meningkatkan komunikasi,memberikan impormasi aktual,menjungjung tinggi hak berpendapat yg satun ramah dan bijak",1
Kenapa ig selalu mendadak keluar sendiri ya,5
sangat membantu untuk promosi,5
good,5
Sering terjadi bug,1
bagus,5
sangat bagus,5
"saya lebih suka main Instagram ,karna menurut saya info atau beritanya lebih cepat aja daripada medsos lainnya yg saya pakai👍😊",3
"kecewa fitur catatan di reels/postingan di hapus, balikin fiturnyaa lagi dongg",2
ok bgt,5
sangat bagus,5
mantap,5
mantap👍,5
Mantab,4
"apasih ig ga sebagus dulu, dulu vidionya bagus bagus tanpa ada unsur yang berhubungan sama darah, sekarang mlah banyak banget vidio tentang pembunuhan,kecelakaan dan tanpa disensor lagi, yang make ig kan juga bukan orang dewasa semua, lebih ditinjau lagi dong di kasih pelanggan yang post vidio g bener seperti itu",1
bagus,5
"kurang hd kalo post foto,tlong diperbaiki lagi",4
bagus,5
Manatp,5
Jgn mengecewakan saya ya karna su kasih 5 bintang 🌟🔯🔯,5
mantap,5
"barusan update, tp fitur music yg udh tersimpan masih tetap ngga muncul",1
baik kali,5
LOL BARU DIUPDATE KEMARIN MASA DIUPDATE LAGI? MANA SAMA SAJA SEPERTI SEBELUMYA TAK BANYAK PENGARUHNYA,1
plis dehh,1
luarbiasa,5
epek nya jadi abu abu blurr lagi,1
bagus hiburan dan banyak mampaatnya bagi pribadi sy🙏,5
bagus mantap terbaik,5
"gg bisa kasih catatan ke vidio pendek knpa ya, tpi orang lain bisa 🤦",1
akunku di banned pdhal gk pernah aneh²😮‍💨,1
"pengen ngedit sorotan tpi gabisa bisa, padahal jaringan bagus.. nambah akun juga gabisa... kalo mau ngedit sorotan atau nambah akun harus hapus ig dulu..",5
mantap semua,5
Sangat bagus,5
ITS oke,3
sudah lebih baik 👍🏻,4
ok,5
gaji saya blum di bayar,5
akun ku GK bisa masuk knp ya,1
Tolong ig nya tambah bagus lagi,5
force close terus menerus,1
aku mau like terbanyak💗💗💗,5
editlah sesukamu👍🫶,5
fitur catatan d hilangin,1
"sangat membantu saya dalam menyampaikan, mencari informasi",5
Bismillah viral,5
keren,5
"ig ku ke banned, dan gabisa verifikasi dengan video selfie. teks nya sih karna ""masalah jaringan dan penyimpanan penuh"" udah gonta ganti jaringan internet, tapi tetep aja sama. penyimpanan juga ada 4 gb",1
bagus,5
tidak updateeeeee,1
aplikasi bagus,5
tempat berbagi momen dan media promosi yg baik,4
"ada fitur bags di hapus ( note) beberapa lagu tidak Ada, icon highlight ig selalu loading tolong perbaiki y",2
Good,5
sunıes,4
luar biasa guys,5
"di akun pro, pilihan musiknya tidak terkenal dan tidak sesuai wilayah",3
"tolong kembalikan filter yang dihapus, lamalama gw uninstall juga udh ga mood pake kamera ig, filter sisa yang jelek jelek aja",1
bagus dan bermanfaat,5
"bagus, cman kok fitur ""tambahkan catatan"" di postingan udh gaada lagi yaa",5
apik,5
Good,5
memuaskan sekali info nya,5
Sangat suka post hal baru dlm setiap aktifitas q d instagram...,5
kembalikan notes ig,4
Sangat membantu Bisa tau kejadian apa pun di seluruh dunia Mantap Sukses terus 👍👍,5
aplikaai ini sangatbluar biasa sekali,5
Instagram kek taikk,3
cukup menghibur,1
woi pihak nya gmna si? sandi gua udh bner tpi gabisa login? kesalahan trus bngst,1
good,4
aplikasi sosial media terbaik saat ini,5
apk mantap 😁👍,4
kurang tepat,1
sangat membantu untuk usaha,5
ok bnget,5
kecewa karna filter ig yang uda di favoritin pada ilang trus waktu di cari di pencarian juga tetep aja ngga ada,1
membantu banget buat promosi usaha dan bersosialita.,4
"Ok untuk fitur dukungan dan lainnya masih ok ,",5
mantap,5
bgus,4
jadi banyak iklan gini,3
🥰,5
akun gua disuspend gajelas bgt nih aplikasi mana buat akun baru juga lgsg disuspend,1
semangat sehat selalu dan usaha jgn lag terimakasih.,5
sangat keren,5
lumayan,2
ok,5
udah lumayan,4
"bisa kenal lebih banyak teman, orangnya ramah², sopan, dan ber etika",5
nice,5
tak ada comend...👍👍👍👍👏👏👏🤝🤝🤝,5
mantap,5
bagus,5
bagus jg sih,4
"jujur aq gak terlalu paham Ig,tp aq suka fitur dan lain lain nya,sekarang lg belajar aktf di ig",4
aku suka tapi kalo bisa efek nya tambah yang banyak yang cantik cantik pasti seneng banget 😊😊😊,5
Like,5
oke,5
Ig mantab,5
ini juga sama,1
sedikit kecewa karna akun saya di band truss 😢,5
Ntaps 🔥🔥🔥,5
saluran & direct message tidak bisa digunakan,1
kenapa akun aku gabisa live terus ada bacaan kesalahan teknis,1
keren,5
mantap,5
good,5
aplikasi Instagram saya tidak bisa di buka 😭😭,3
"tanda"" ig minta diupdate ; beranda isinya org yg gk kita follow.",1
sangat bagus dan baik,5
saya sangat tertarik dengan aplikasi ini membuat saya lebih semangat dan makin banyak hiburan yang terpenting di sini,5
bagus banget suka 👍👍,5
sempurna,5
Oke pastinya...,5
cukup bagus,4
aplikasinya bagus,1
good,4
akun tiba' ke banding???,2
"tolong di update plis, pada saat bikin story dan nyantumin lagu max 30 detik dong jangan 15 detik biar panjang gituu plis",4
masa sukriyah Ria Ria,2
Perfect 🔥🔥🔥,5
👍,5
y gpp si bagus aj,5
knp klo mau mah video gk ada lagu atu video gitu knp yhh,1
100/10 untuk aplikasi ini,5
Mantap,5
bagis,5
aplikasi nya bagus buat,5
"Makin di update makin gak karuan, masak beranda gak bisa di muat , malah lama pula buka messenger nya",3
mantap,5
"update nya gak merata, beda akun beda fitur jir",1
mantap,5
instagram kenapa fitur komentar story tidak muncul,5
Bagusss,5
nice apk,5
bagus,5
kebanyakan video dewasa,1
oke👍👍👍👍,5
lakkkkkahhhhhh,5
"the quality of uploading photos and videos needs more attention! when I look at different smartphones, the quality is compressed! makes the experience and memories less good! please improve! Thanks.",4
lovyou,5
𝙖𝙥𝙡𝙞𝙠𝙖𝙨𝙞𝙣𝙮𝙖 𝙗𝙖𝙜𝙪𝙨 𝙩𝙖𝙥𝙞 𝙛𝙞𝙡𝙩𝙚𝙧𝙣𝙮𝙖 𝙨𝙚𝙙𝙞𝙠𝙞𝙩,4
good,4
aku sangat puas dengan aplikasi nya,5
bagus,5
amazing dan canggih...,4
gua download ini kok mantan gua ga dm yaa,1
OK,5
cukup bagus,4
Sangat Bagus,5
good,4
aku kasih bintang lima bwt sementara aja dulu,5
good,5
bagus banget untuk berbagi keseruan,5
Banyak Inspirasi Yang Aku Dapatkan,5
sangat menyenangkan,5
aplikasi ini sangat seru dan filter²nya sangat bagus,5
makin kesini makin jelek fiturnya ih:(,1
mantap,5
l7cu cuma ad iklan aj + ada filter yg gk bs gue cari,4
kenapa tidak bisa ubah sandi ig?,3
Berguna untuk kalangan remaja,3
bagus,5
apa ya kek b aja si,1
baguss sekali,5
🤘,5
sangat Bagus untuk di gunakan,5
"halooo,Instagram bermanfaat banget tapi tolong fiturnya ditambah yang ada tambah catatan kayak waktu itu,kenapa sekarang udah nggak adaa,mohon di tambah lagi yang bisa tambah catatan di reels ig 🥰🙏🏼😁terimah kasih",5
KEMBALIKAN FITUR NOTE!!!!,1
jelek,5
"dengan IG membuka wawasan pengetahuan, pengalaman dunia digital yang luar biasa...",5
wow,5
semua berita ada disana,4
keren...👍👍👍,5
bagusa cucok meongg,5
Top dah Instagram👍👍👍,5
Asikin aja. 😅😅,4
ulasan nya bagus bgt,5
Diundu semua prosesan di aktifkanlah,4
bagus,4
ga bisa di download,1
"tiba2 akun di non-aktifkan padahal gapernah buat pelanggaran, tolong dong pihak ig jangan seenaknya non-aktifkan akun orang, tinjau baik2, malah yg akun nya sering menebar ketelanjangan, menebar kebencian baik2 aja. tapi ig saya yang ber aktivitas layaknya ig biasa malah di non aktifkan, sudah beberapa kasus saya temukan bahwa pihak ig secara acak me-non aktifkan akun orang lain, makin lama harusnya makin profesional bukan seperti ini.",1
seru banget tapi Mohon di tingkat kan lagi yahh kualitas vc sama telpon nyaa sekian ajaa,5
semoga Allah memberi rezeki serta nikmat yang tak terbatas salah satunya melalui aplikasi Instagram.. Aamiin,5
sangat bagus baik,5
sangat membantu,5
BIKIN AKUN BARU SUSAH BANGET HERAN,1
buagus,5
parah twmenku ga bisa make fiturnya,1
keren,5
good,5
oke banget broo...tingkatkan terus...,5
ngebug nih masa aku chat cewe ga di bales,3
mencoba,5
very good,4
"Hai kak, maaf untuk kali ini aku kasih bintang satu, untuk update tampilan terbaru malah kurang nyaman menurutku, lebih nyaman yang dulu,",4
lemot,1
cool,5
ini kenapa kok buat story gak bisa.. sering minta update..,3
tolong untuk upload story vidio agar bisa 60fps,3
"Untuk apk nya sih udah bagus bisa komunikasi juga sama teman, tapi kok kalo masuk ke pencaharian yang keluar sering cwk2 seksi",4
aplikasinya baik dan bagus,5
👍🏻👍🏻👍🏻,5
sukaaa bangettt,5
updet mulu tiap 7 hari sekali,1
mantap nih aplikasinya,5
"bagus bgt, ga bisa berkata² plis",5
"fitur nya digunta ganti terus, tapi makasi ya uda jadi tempat mengabadikannya momen penting ku",5
sangat bagus sekali,5
aplikasi ga jelas baru bikin langsung di banned najissssssssssssss,1
kerja sama dengan teman,5
bug teross bangke :v,2
kenyaman salalu,5
sangat bagus100000000,5
blum terlalu paham 2 bintangdulu🙏🙏🙏🙏,2
semakin hari semakin baik,5
👍👍👍👍,5
bagus,5
sangat baikk,5
bguss,5
Ini bagus sihh aku suka bangettt,5
"kadang ga bisa buka profile org, padahal pake akun lain bisa, mohon diperbaiki.",3
"sebel deh, fitur catatan postingannya dihapus jadi gabisa tau kode dari mantan😭",1
"sokk ngatur, pengaturan privasi untuk ke publik harus umur 16 keatass,sokk ngaturr, bikin kek 14 tahun ke atas di 14 keatas anak smp jugaa mainn ig, kasihh bintang 1 dulu kalo ini diubah menjadi 14 tahun keatas gua sumpahin dapat rating 4,9",1
tolong jangan eror dong aku minta tolong,1
good,5
luar biasa,5
sangat bagus bisa dapat cuannnnn💸💐💐✨💸💐💐✨,5
𝘰𝘬,3
THE BEST,5
"Jelek banget instagram, akun gue semua ditangguhkan entah apalah salah aku gue, gue gak pernah komen jelek, gak pernah aneh-aneh males lagi, baru buat akun udah kena ditangguhkan lagi!!!!! gue gak akan download instagram lagi lebih bagusan X dibanding instagram!!!",1
bolak balek gua buat akun ngapa di blokir,1
"baguss bgt, dan bisa posting kesana kesinii",4
klo gada ig kayanya ga kece pas foto😎🤪,5
Good.,5
aplikasinya bagus apa lagi efeknya tapi kalau pas buat video jangan lag donk terus efeknya ada ala ala Korean gitu 😁😁 segitu aja tetep bagus tapi harus diperbaiki kesalahannya segitu aja makasih,5
terimakasih,5
Instagram bagus banget aku suka semua fiturnya,5
oke,5
good,5
"senang menggunakannya, sangat membantu.",5
fitur tambahkan catatan di Instagram saya hilang tolong munculkan kembali kk,3
mantap,5
ok,5
nice,5
bgus skli,2
aplikasi mantap,3
instagram tolong buat fitur hapusin riwayat akun please😭😭,5
"pembatasan usia, saya terkunci di profil privasi, saya sungguh kecewa",1
sangatttttttttt bagusssssssssssssss👍🏼,5
sangat bagus,5
jelekkk,5
aku saat senang saat melakukan Instagram ini,5
mb nya kecilin kuyy,4
keren,5
sayang sekali fitur notes di rells di hilangkan.,4
menarik,5
mantapp poll,5
IG sy sering ga lancar dan ga bisa buka halaman sy sdri atau profil pribadi. video stories jg ga jln...bgmna caranya utk perbaiki🙄,3
"Update makin gajelas , posting story lemot kadang malah ga ke upload padahal sinyal bagus, fitur sorotan posisinya malah diubah"" akibatnya jadi sering salah klik.",2
Ga bisa login,1
top markotop,5
Instagram sekarang bagus banget udah bisa monetisasi,5
banyak sekali bug,1
bagus,5
bagus,5
good,5
Lebih memihak kejahatan daripada kebenaran...,4
"ASSALAMU'ALAIKUM DENGAN HORMAT SAYA AGA GA ENAK DENGAN APLIKASI IG, DIA TIDAK ADA FITUR YANG TIDAK MENGIKUTI KITA JADI KITA HARUS CEK SATU-SATU DLU KAN CAPEK JADINYA TOLONG YAA TAMBAHIN FITUR INII KARNA BERGUNA BANGETTT🥺🥺🥺😡🤭",1
mantapp,5
"Min, saran Tolong dimode hapus pesan langsung kasih tulisan ""hapus semua"" cape ngapusin satu satu, atau sekali hapus bisa diseret sampe limitnya biar ga repot",4
semoga bagus ya..sambil kerja di rumah hanya handphone aja,4
sangat oke,5
nice,5
sippp,4
bagus,5
good,5
baguss.. saya suka pakainya,5
Apk paling populer satu ini memang top,5
bagus,5
alhamdulilah Instagram berguna bagi saya sebagai media penghibur,5
semoga tambah kerren,5
"trimah kasih sangat membantu semua aktifitas, saling berinteraksi",5
aplikasi bagus banget aku suka dehh,5
baguss,3
Aku udah daftar kenapa tdk bisa aku marah banget,5
mantap,4
tambahkan efek 0.5 nya,5
terlalu sering update,1
Bagus,5
Instagram bagusss banget tapi efeknya plsss lebih bagusin lagi and kalo post' story panjangin lagi durasi lagunya jangan 15 detikk.,4
"Ok lak... Hanya kurang di pengaduannya,sesuatu yang fulgar kalo di laporkan itu malah katanya tidak ada pelanggaran apa2 kwkwkw",3
mantull,4
bagus kokkkkk ☺️👌🏻👌🏻,5
woww,5
sangat baik,5
mengapa instagram ini tidak bisa di update?,1
"kasih bintang 3 karena fitur notes di postingan udah gak ada, padahal fitur ini bagus buat orng yg suka ngode ke gebetan atau yg gak berani confess🥲",3
luar biasa,5
baguuuus puol,5
"pliss ini kenapa ig ku gabisa dibuka, dan layarnya warna hitam, udah 4 hari an log kayak gini 😢😥🥺",1
bagus,5
sangat edukaasi,5
tertarikk ajaa,5
saya suka,5
akuu menyukakinyaa,5
"ngebug mulu nih aplikasi, komentar udah ribuan pas d liat nggk ada",1
mantap,5
mudah di gunakan,5
bagus worit,4
mantap,5
sangat bagus,5
Ok simpel aplication,5
seru banget,5
"Tolong tambahkan fitur untuk melihat siapa saja yang unfollow akun kita, terima kasih",3
ku suka,5
update agar ada riwayat tontonan👍🏻,5
Instagram is very good application.,5
puas,5
Bagus,5
jir akun gw tinggal di banned terus padahal gw gak pernah komen di video orang yang aneh aneh dan gw juga gak pernah posting foto atau video tapi tiba-tiba di benned,1
"hallo kawan, jujur ig ini makin hari ada kemajuan. cuman ada hal yang perlu diperhatikan, pertama dalam fitur pencarian di ig saya banyak konten dewasa padahal itu sudah saya hentikan berkali kali, kedua adanya perbedaan fitur ig di dua akun saya, contoh fitur template. mohon koreksinya dan semoga lebih maju buat kedepanya:)",3
Menginstal nya lama sekali tolong di cepetin,4
bagus,5
asik,4
please fix instagram is very slow,5
sangat baik bagus juga banyak pengalaman yang saya lihat di fitur Instagram ini,4
sangat seru,5
👍🏻,3
"Ko gua ga bisa muter video sih?kenapa ya,cuma loading mulu,kgk fi puter vidionya",5
bagus sekali,5
bagus.. banyak hiburan dan informasi yg disajikan para pengguna yg lain untuk menambah wawasan dan kekreatifan pengguna. Makasih,5
good sekaleh,5
1 kata buat ig sekarang : agaklaen,1
instagram sangat bagus,5
poko nya oke,5
bagus daripada apk sebelelah,5
mantaaaaaaap,5
sangat baik,5
keren,5
bagus,5
kerenn banget,5
Is The Besth,5
Bintang 1,5
hmm sangat bagus buat berkomunikasi buat orng yg kita kenal atau bukan tapi satu sayangnya akun ku ga bisa live jadi bintang 3 kalo udah bisa saya kasih bintang 5,3
keren,5
bagus banget makin kesini,5
"gabisa login aneh, bacaannya halaman saat ini tidak tersedia mulu padahal jaringan bagus",1
"bintang 4 ae dulu tar nyusul, aduh buset serepetetetetet",4
sangat baguss,5
"balikin lagi fitur notes ,kata siapa gaada peminatnya?",1
"BUAT OM OM ATAU TANTE TANTE INSTAGRAM MINTA TOLONG BANGET CATATAN REELS NYA DI ADA IN LAGI, ASLII HIDUP SAYA YANG SEORANG GEN-Z INI SANGAT SANGAT HAMPA GAK ADA CATATAN REELS, GIMANA CARA NYINDIR MANTAN COBA? ADUHHH AYOLAH BANYAK KOK PEMINAT NYA, INI SAYA BINGUNG BANGET KALAU ADA QUETS YANG REALITE SAMA HIDUP SAYA TERUS SAYA GAK BISA BIKIN CATATAN REELS NYA ASTOGEHHH GILA SAMA OM TANTE, SEKALI LAGI MINTA TOLONG YA TENCUUUU LUP",4
Alhamdulillah tambah sip ae,5
"saya suka nonton reels, tapi saya risih liat gelembung like teman saya. Jika bisa tolong hilangkan saja. Saya cuma ingin fokus nonton reels, bukan melihat teman yg ngelike vidio tersebut. Terima kasih",5
Bagus banget,5
Ok,4
bagus sihh tapi ketika jaringan ngeleg sedit suka susah buka story orang,3
woi lh judol nya kurangin lh astaga,1
plisss ig balikin fitur catatan di reelss ituu baguss fiturnyaa malah dihapusss,3
Min tolong tambahkan fitur pause min,1
banyak pengetahuan di dapat pada akun imstagram,4
"tolong kedepannya update ke hal yang lebih berguna. akun tiba tiba log out sendiri karna ada yang merubah password akun, padahal tidak ada yang mengganti password nya.",2
bagus,5
keren buat sehari hari mengisi luang 😍🥰😇,5
bagus,5
semua cerita hidupku ada disini,5
dekat di mata impianan di hati,5
lebih mudah dan sangat bermanfaat,5
terpercaya,5
"Fotonya gak bisa diliat, kenapa ya??? Kok yg ada cuma tulisan, ""Tidak dapat memuat gambar, ketuk untuk melihat"" udah di ketuk tetap aja gk keluar gmbanya...",5
"sorry tapi ini saya bener bener kecewa akun Instagram saya tiba tiba dinonaktifkan permanen, padahal saya yakin betul kemarin tidak melanggar apapun, saya memposting foto keluarga di cerita masa karena itu dan imbasnya akun Facebook lama saya yang sudah saya bangun dari lama ikut gak bisa dibuka saya sangat kecewa, ANDA KALAU MAU BIKIN SAYA STRES GAK USAH NAMBAHIN PIKIRAN LAH INI SAYA LAGI BANYAK PIKIRAN BUAT LAPORAN, SKRIPSI, DAN LAINYA MALAH NAMBAH BEBAN PIKIRAN 😔",1
